IPC主分类,发明名称,摘要
G11B33/02  ,一种信息技术管理用储存设备 [发明],本发明公开了一种信息技术管理用储存设备，涉及信息储存设备技术领域。本发明包括四个侧边空心杆，任意相邻的两个所述侧边空心杆之间由上至下依次固定安装有上侧板、下侧板，四个所述侧边空心杆的顶端固定安装有同一个顶板，四个所述侧边空心杆之间固定安装有同一个隔板，所述隔板的顶部和底部分别设置有控制室与存放室，所述存放室的内部滑动安装有多个均匀分布的收纳抽屉，所述收纳抽屉上均放置有服务器设备，所述上侧板的内部均开设有开口朝下的容纳槽，所述容纳槽内均滑动安装有密封闸门板。本发明通过设置防护组件，使得设备起火时，防护组件会将存放室封闭，一方面防止火源蔓延，另一方面切断空气流通，有效地保障了储存设备的安全。
G11B7/09  ,一种光存储面读写伺服光路系统及伺服方法 [发明],本发明公开了一种光存储面读写伺服光路系统，包括记录介质、伺服执行机构、读取物镜、分光镜、第一伺服信号生成器、第二伺服信号生成器及数据读取器；记录介质设于载物台上，记录介质包括中间区域的数据区以及与数据区旁的位置伺服标识点以及聚焦伺服标识点；载物台沿数据区光束方向依次设置读取物镜、伺服执行机构、分光镜以及第一伺服信号生成器；数据读取器设于分光镜的上侧或下侧；通过位置伺服标识点和聚焦伺服标识点对数据区进行精准定位，再通过移动伺服镜片实现X轴和Y轴方向的位置伺服，通过移动载物台实现Z轴方向的聚焦伺服，实现对光存储面读取伺服。
G11B20/14  ,一种基于SPI控制器播放音频的方法、设备及介质 [发明],本发明公开了一种基于SPI控制器播放音频的方法，包括：按设定的采样频率采样音频数据；将所述音频数据的格式转换为PCM格式的音频文件；将所述音频文件的数值转换成PWM数据；根据所述音频文件的采样频率配置SPI控制器的传输速率；将所述PWM数据转换成SPI数据；采用多个缓冲存储器编写对应的SPI数据，并通过DMA控制器将SPI数据轮流发送给SPI控制器；所述SPI控制器按配置的传输速率将SPI数据进行连续发送，实现音频文件的播放。本发明还公开了一种电子设备和计算机存储介质，保证了音频播放的质量与速度。
G11B5/024  ,一种基于体量识别的存储介质销毁方法 [发明],本申请公开了基于体量识别的存储介质销毁方法，涉及图像数据处理技术领域；该一种基于体量识别的存储介质销毁方法，包括：待销毁的存储介质由传输系统进入销毁设备，通过第一体量识别系统对传输系统上的待销毁存储介质进行体量识别，对待销毁的存储介质进行评估；销毁程序进行时，基于设置在销毁设备中的第二体量识别系统对销毁中的存储介质进行体量识别，基于第二体量识别系统的识别结果对销毁设备中的存储介质粉碎粒度进行评估；基于第二体量识别系统的识别结果及评估结果判断存储介质销毁是否满足销毁要求。
G11B33/02  ,一种用于数据安全的移动硬盘保护装置 [发明],本发明公开了一种用于数据安全的移动硬盘保护装置，包括保护框，所述保护框的内部固定连接有内框，所述保护框的顶部设置有开口，所述保护框的顶部开口处螺纹连接有密封盖，所述密封盖与内框相对应，所述保护框的内部与密封盖相对的一侧均设置有阻尼减震器，所述阻尼减震器的端部固定连接有限位装置，本发明涉及数据安全技术领域。该一种用于数据安全的移动硬盘保护装置，达到了保护框的内部设置内框，保护框的顶部设置开口，用以将硬盘进行放置，然后将密封盖进行安装，保护框与密封盖通过阻尼减震器安装有限位装置，利用两个限位装置对移动硬盘进行夹持固定，同时具有一定的缓冲性能，提高对移动硬盘的保护。
G11B33/14  ,存储器装置 [发明],本申请涉及存储器散热技术领域，且公开了存储器装置，包括用于对数据储存的存储器以及安装壳体，存储器活动安装在安装壳体的内腔中，安装壳体的外部设置有用于对存储器散热的散热组件，散热组件包括承载箱和吸热杆，承载箱活动安装在安装壳体的顶部，且承载箱的内腔中填充有冷却液，承载箱靠近安装壳体的一侧固定安装有多个吸热杆，安装壳体的顶部开设有和自身内腔连通的安装孔。本申请通过散热组件，可以对存储器产生热量吸收和传导，然后通过冷却液对吸热杆产生的热量吸收，相较于现有技术，有利于吸热杆持续吸收存储器产生的热量，防止因存储器自身热量过高导致计算机死机、蓝屏或者内存毁坏。
G11B7/2403  ,一种光学记录和电学读取数据的结构及方法 [发明],本发明公开了一种光学记录和电学读取数据的结构及方法，包括基材层、信息层和保护层；所述基材层上设有所述信息层，所述信息层上设有所述保护层；其中所述信息层包括检测区域、记录区域和供电区域，所述检测区域、记录区域和供电区域依次沿远离所述基材层的方向设置；所述记录区域用于在激光的照射下记录数据；所述检测区域用于读取所述记录区域记录的数据；所述供电区域用于在所述检测区域读取数据过程中进行供电。本发明通过介质材料的光致化学变化或物理变化原理进行数据记录，有利于数据的长期保存，且记录速度更快，耗能较低，并利用介质材料在变化前后电气特性不同，从而进行电学读取数据，实现数据的快速并行高速读取。
G11B23/03  ,一种在新型介质中读写数据的光盘结构及引导层预制装置 [发明],本发明公开了一种在新型介质中读写数据的光盘结构及引导层预制装置，一种在新型介质中读写数据的光盘结构包括基盘和基盘内部均匀混合的光敏材料；引导层预制装置包括光学成像系统、光学干涉定位系统及光学共焦检测系统；光盘结构内置多种光敏材料，能够与光束反应生成多层伺服引导层；光学成像系统发出的激光聚焦在成品空白光盘内部指定位置，通过移动准直镜组和物镜组改变光束在成品空白光盘内部的焦点位置，实现超多层伺服引导层的生成；光学干涉定位系统能够通过光束在第一探测器上形成的光斑调节定位反射镜与光盘位置，完成初始定位；共焦检测系统与光学干涉定位系统配合实现伺服引导层的精确定位，实现超高位置精度伺服引导层生成。
G06F3/16  ,音频播放方法、装置、设备及介质 [发明],本申请公开了一种音频播放方法、装置、设备及介质，涉及音频处理技术领域。应用于第一电子设备的音频播放方法包括：接收与第一电子设备通信连接的第二电子设备发送的音频播放请求；响应于音频播放请求，将第二电子设备请求播放的目标音频插入音频播放列表中，其中，音频播放列表用于存储待播放的音频；按照音频在音频播放列表中的顺序，播放音频播放列表中的音频。根据本申请实施例，能够避免发生混音和重要音频异常中断的情况。
G11B33/02  ,一种计算机信息技术设备用存储装置 [发明],本发明公开了一种计算机信息技术设备用存储装置，涉及存储设备技术领域。本发明，包括储存箱组件，所述储存箱组件的内部设置有驱动机构，且驱动机构的转动部套设用于热量吸收的吸热铜带，所述储存箱组件的内侧顶部以及前侧内壁固定安装有密封胶条，所述储存箱组件的内壁设置有承载座，且承载座的底面设置有空气流动的空气流动机构。本发明通过吸热铜带使得对计算机信息技术设备发出的热量进行吸收，通过驱动机构带动吸热铜带匀速转动，通过散热机构进而使得对吸热铜带吸收后的热量进行散热，进而使得能对储存箱组件的内部进行散热，通过吸热铜带进而使得能对储存箱组件的内部源源不断的进行散热处理。
G11B20/18  ,音频测试方法、装置、电子设备及存储介质 [发明],本公开涉及计算机技术领域，公开了音频测试方法、装置、电子设备及存储介质，该方法包括获取各个录制端的第一录制音频以及播放端的第二录制音频，第一录制音频与第二录制音频均包括同时播放的背景音频，第一录制音频中还包括与录制端一一对应的测试音频；对各个第一录制音频进行音频检测，得到各个第一录制音频中背景音频的起始时刻；对第二录制音频进行音频检测，得到第二录制音频中背景音频的起始时刻以及各个测试音频的检测时刻；基于第二录制音频中背景音频的起始时刻以及各个测试音频的检测时刻，与各个第一录制音频中背景音频的起始时刻，确定第二录制音频的同步测试结果。该方法用客观方式保证了同步测试结果的准确性。
G16H40/00  ,一种基于胸牌的服务监督系统 [发明],本发明涉及胸牌技术领域，公开了一种基于胸牌的服务监督系统，包括医务人员胸牌和病人端；所述医务人员胸牌内设置有读写器、控制处理器和监听单元，所述读写器和监听单元均通过导线与控制处理器电性连接；所述病人端包括RFID标签，所述读写器与RFID标签适配。本发明以RFID射频技术为核心，以医务人员胸牌为载体，将读写器设置在医务人员胸牌内，RFID标签则在病人端，RFID存储病人的相关信息，当RFID标签处于读写器的读取范围内时，读写器通过控制处理器打开监听单元，监听单元开始录音，对医务人员与患者的实时对话进行录音，保证医务人员服务过程中语言态度上的真实性。
G11B33/14  ,一种数据安全存储终端温度控制系统及其控制方法 [发明],"本发明涉及数据存储设备技术领域，尤其涉及一种数据安全存储终端温度控制系统及其控制方法,包括柜体、固定在柜体后端的背板、固定在柜体左右两端的侧板、转动安装在柜体前端的柜门、固定在柜体下端的下置进风盒、安装在下置进风盒中部的进风扇、固定在柜体上端的上置排风盒、安装在上置排风盒中部的排风扇和等距安装在柜体内侧的多个数据存储器。本发明中，通过将原先的数据安全存储终端结构进行了科学合理化改良，在柜体内设置了温度控制机构，可在柜体内温度异常时，对相应位置处的数据存储器进行多级的主动降温处理，有效降低了柜体内散热死角以及局部蓄热异常问题的发生，从而提升了数据安全存储终端内数据存储器工作的稳定性和可控性。"
G11B7/241  ,含POSS纳米材料的光致聚合物全息存储材料、制备方法及应用 [发明],本发明公开了一种含POSS纳米材料的光致聚合物全息存储材料、制备方法及应用，按照质量份数计包括以下组分：25～50份的成膜剂，5～25份的单体丙烯酰胺，1～10份的亚甲基双丙烯酰胺，0.1～1份的多面体齐聚倍半硅氧烷POSS，0.01～0.1份的光敏剂，1～10份的单体丙烯酸，0.1～2份的三乙醇胺。通过在聚乙烯醇/丙烯酰胺体系中掺杂POSS纳米材料并进行配比，显著改善了材料的体积收缩率，同时保持了原材料体系的高衍射效率、高感光灵敏度、高空间分辨率等性能指标，在全息显示、全息存储、干涉计量等领域有良好的应用价值。
G11B20/10  ,基于容量自适应调节的垃圾回收优化方法 [发明],一种基于容量自适应调节的垃圾回收优化方法、装置、设备及计算机可读存储介质，包括：通过扫描多个GC对象，计算各个所述GC对象的垃圾占量比，以确定各个所述GC对象的回收等级和对象桶；根据池容量信息和预置回收等级映射表，选取回收等级，以回收对应对象桶中的GC对象，解决了相关技术中空间释放只是通过GC阈值触发GC，释放空间的效率较低，持续写入会有空间写爆的风险的技术问题，结合池空间的使用对GC对象按照垃圾量分桶存储，并优先选择高垃圾水位的GC对象做GC，快速回收GC对象占用的空间，并减少GC并发资源的消耗，提高了GC效率。
G11B20/18  ,一种适用于光存储的二维折叠纠错方法、控制器及系统 [发明],本发明公开了一种适用于光存储的二维折叠纠错方法、控制器及系统，属于光存储技术领域，包括：对待编码的数据块分别进行横向折叠和纵向折叠，得到数据块D＆lt;subgt;r＆lt;/subgt;和D＆lt;subgt;l＆lt;/subgt;，横向折叠时，将同一行中的每两个符号作为一组进行按位异或，纵向折叠时，将同一列中的每两个符号作为一组进行按位异或，所有的符号组合形成包含所有符号的环；对数据块D＆lt;subgt;r＆lt;/subgt;和D＆lt;subgt;l＆lt;/subgt;中的数据分别进行RS码编码，得到横向校验块和纵向校验块；对横向校验块和纵向校验块进行RS码编码，将所得校验符号交织为额外校验块；将数据块、横向校验块、纵向校验块和额外校验块组织为编码块，写入光存储介质。本发明能够在校验符号数量不变的情况下，提高对光存储介质中较大块状错误的纠错能力。
G11B27/10  ,调整播放进度的方法、相关装置及计算机程序产品 [发明],本公开提供了调整播放进度的方法、相关装置及计算机程序产品，涉及音频处理、多媒体播放、自然语言处理等人工智能技术领域。该方法的一具体实施方式包括：响应于用户针对目标音频发送播放指令，生成目标音频的内容文本；基于内容语义完整度，将内容文本拆分为一组段落文本，一组段落文本中的每个段落文本的语义完整度均满足预先确定的完整度阈值的要求；基于每个段落文本的语义内容生成相应的梗概信息；为用户呈现至少部分的段落文本的梗概信息；响应于用户针对目标段落文本的目标梗概信息做出跳转指示，基于目标段落文本对应的目标音频播放位置，跳转目标音频的播放进度。由此，能够辅助用户以“段落”为单位进行进度调整，提升用户的操作效率。
G11B7/09  ,光存储多层光盘刻录数据的激光功率控制方法及评价方法 [发明],本发明公开了一种光存储多层光盘刻录数据的激光功率控制方法及评价方法，包括，获取待刻录数据的调制后模型信号以及获取前次、本次和后次刻录标记信号以及刻录前后空信号的数据量查找相应的预制激光控制策略以控制刻录激光输出进行数据刻录；预制激光控制策略包括对空信号、标记信号、空信号切换至标记信号以及标记信号切换至空信号等多段采用分段输出激光控制。本发明公开了的激光功率控制方法由于根据待刻录数据的调制后模型信号，实现分段控制刻录激光输出功率，增加了切换过程中激光输出功率的差值，进而增加了在光盘上信号交界区的对比度，从而使得光盘上空信号和标记信号的交界区边界清晰，提高了光盘刻录质量。
G11B33/02  ,一种大数据感知识别存储终端 [发明],本发明提供了一种大数据感知识别存储终端，涉及大数据技术领域，包括用于存储大数据的若干个存储磁盘，以及用于放置若干个存储磁盘的数据存储磁盘支架，所述数据存储磁盘支架的内壁设置有多层平行等间距分布的层架，若干个存储磁盘均匀分布放置于层架顶面，所述数据存储磁盘支架的前侧壁转动安装有前门板，所述前门板的表面安装有握手把，所述数据存储磁盘支架底部中间位置设置有一个底支撑脚，所述底支撑脚的底部设置有固定底脚，所述固定底脚的表面固定安装有锁紧螺钉；本发明能够避免若干个存储磁盘之间在数据存储磁盘支架内因数据存储磁盘支架发生倾斜或歪倒的情况下而发生相互碰撞，有效地提高若干个存储磁盘的工作稳定性。
G11B33/14  ,一种节能型软件工程存储设备冷却系统 [发明],本发明涉及一种节能型软件工程存储设备冷却系统，本发明有效解决了现有冷却组件工作产生震动而致使存储设备产生损伤且冷却组件功耗较高的问题，解决的技术方案包括：本方案利用风冷设备运行时产生的震动进而将水喷洒在壳体横向两侧壁上，从而利用蒸发吸热的原理对壳体内环境进行降温、冷却，整个过程无需耗费任何功耗并且有助于降低风冷(液冷)设备的运行功率(在同样的温度条件下)。
C09K11/62  ,一种余辉可调的Cu2+掺杂绿色荧光材料及其制备、余辉调节和加密方法 [发明],本发明公开一种通过改变制备条件实现余辉可调的Cu＆lt;supgt;2+＆lt;/supgt;掺杂绿色荧光材料，此材料是一种具有宽发射带(～120纳米)和长余辉性能(～30分钟)的新型光学材料。此外，随着制备条件的改变，荧光发射强度改变，缺陷浓度增加(9.26倍)，余辉时间延长(～30分钟)，从而实现了余辉可调谐的过程。本发明中的余辉调制缺陷工程策略可能进一步激发制备高性能的光学信息存储和加密高性能长余辉材料的创新思想。
G11B33/14  ,一种数据存储器用散热结构 [发明],本发明涉及数据存储器领域，其公开了一种数据存储器用散热结构，包括机壳，机壳内设置有散热装置与若干组存储单元，存储单元包括外罩壳以及平行设置在外罩壳内的存储元件，外罩壳的封闭端设置有吹孔、开口端与机壳上的出风口连通，若干组存储单元的吹孔之间通过主管连通，主管与散热装置之间通过气管连通，本方案中，通过散热装置向存储单元供应无尘空气，由于吹孔类似于间隙，故而经过吹孔流入外罩壳的气流以平行于外罩壳长度方向的流向，通过外罩壳的开口快速排出，排出过程中，基于伯努利原理，存储元件附近的空气在负压作用下，主动汇入气流，实现无死角式的均衡散热以及无死角式带走存储元件上的灰尘。
G06F11/14  ,磁带机使用优化处理方法及装置 [发明],本申请实施例提供一种磁带机使用优化处理方法及装置，涉及应用研发领域，也可用于金融领域，方法包括：按照设定时间周期收集备份日志，根据所述备份日志确定对应的磁带机使用情况；根据所述磁带机使用情况和预设磁带机评估规则确定对应的磁带机快慢数值；根据所述磁带机快慢数值将对应的磁带机调度至特定备份介质服务器中轮巡使用；本申请能够使得磁带机使用更加均衡，减少磁带故障发生。
G11B20/10  ,一种播放音频录制存储方法、装置及音响 [发明],本申请提供了一种播放音频录制存储方法、装置及音响。方法包括：获取人声信号和伴奏音频信号；混音人声信号和伴奏音频信号，产生混音音频信号；将混音音频信号经过数模转换后通过音响播放混音音频；录制混音音频信号，产生第一音频数据；存储第一音频数据。音频录制存储装置包括：第一信号模块、第二信号模块、混音模块、录制模块和存储模块；音响包括上述音频录制存储装置。本申请可以进行娱乐K歌并在音乐播放过程中同时录制存储或根据用户需要选择录制存储人声、伴奏以及混音音频。
G11B7/007  ,"四阶RLL(1,3)调制码的编解码方法及读写方法 [发明]","本发明公开了四阶RLL(1,3)调制码的编解码方法及读写方法，属于光存储技术领域，包括：编码步骤：将用户数据划分为4位源数据，从起始状态开始，按照预先建立的编解码表，将源数据转化为4位信道码元，按顺序拼接得到RLL序列；解码步骤：将RLL序列划分为4位信道码元，按照编解码表将各信道码元转换为4位源数据，将各源数据按顺序拼接，得到用户数据；其中，编解码表用于记录16种4位源数据与3状态48种4位信道码元之间的映射关系，以及下一组映射关系的状态，信道码元为0X00、000X、0X0X、X00X、X000、X0X0、0X00、00X0中的48个(不同状态允许有相同码字)；X的取值为1～3。本发明能够在不改变光学参数的前提下，显著提高光存储系统的容量。"
G11B33/04  ,一种安全文件存储设备及其操作方法 [发明],本发明公开了一种安全文件存储设备及其操作方法，包括支撑板，所述支撑板上表面一侧通过安装组件安装有安装板，所述安装板设置有两个，两个所述安装板之间固定连接有存储盘，所述存储盘外侧设置有两个防护板，两侧所述防护板安装于固定组件上，所述固定组件固定连接于支撑板两侧表面，另一侧所述安装板一侧表面下方固定连接有固定板，所述固定板两侧设置有螺纹孔，另一侧所述安装板一侧表面中部安装有若干个均匀分布的连接端子，另一侧所述安装板一侧表面上方安装有线路连接线，本发明通过防护板上表面中部设置有通风孔，一侧通风孔内壁固定连接有固定支架，固定支架之间安装有风扇，通过风扇就可以对存储盘起到降温散热的作用。
A47B63/00  ,一种科技项目资料分类存储管理设备 [发明],本发明公开了一种科技项目资料分类存储管理设备，涉及存储管理设备技术领域。一种科技项目资料分类存储管理设备。本发明主箱体机构、分类组件以及副箱体机构，所述主箱体机构包含主箱体，所述主箱体顶端固定连接有顶板，所述顶板顶端设有展示板，所述主箱体底端固定连接有四组支撑腿，所述支撑腿底端固定连接有底板，解决了目前的多数文件存储设备的结构较为单一，存储空间固定无法调节，无法为分类的纸质文件提供限位防护，使用起来不是很方便，影响科技项目资料分类存储工作的效率的问题，能够极大的提升人员对于资料分类存储管理工作的便利性，整体结构简单稳定。
G11B20/10  ,基于MML的QRCode识别播放MIDI系统 [发明],本发明公开了基于MML的QRCode识别播放MIDI系统，包括识别播放主体、识别播放外壳、方形空槽、出音孔、镜头凹槽、PCB板卡块、卡槽、侧面空槽、电源空槽、PCB板、音频解码模块、电源模块、存储模块、主控模块、按键接口模块和CIS镜头模块，所述识别播放主体上固定连接有识别播放外壳，且识别播放外壳上开设有方形空槽，识别播放主体的一侧开设有侧面空槽和电源空槽，且侧面空槽位于电源空槽的上方，识别播放主体和识别播放外壳形成有安装腔体；该发明，采用了高效的QRCode识别方法，使用了MML信息减小了存储空间需求，并简化了播放过程，并且对MML协议进行了补充和改进，兼容了国内外应用，并能够解析出比较完整的乐谱信息。
