IPC主分类,发明名称,摘要
G06F30/31  ,一种基于语音交互的电子设计自动化软件架构 [发明],本发明属于电子设计自动化技术领域，具体公开了一种基于语音交互的电子设计自动化软件架构，基于MVC模式设计，包括：硬件绘制层，负责电子元件的绘制和隔离的工作；UI界面层，负责界面显示和人机交互的工作；核心逻辑层，用于响应UI界面层的服务请求，对接调用硬件绘制层，并将产生的显示请求反馈至UI界面层；硬件绘制层包括硬件绘制模块和封装模块，UI界面层包括语音输入模块、绘制显示模块、控件库、对话框模块、消息循环模块和设置模块，核心逻辑层包括通用模块和功能模块。本发明提升了EDA软件的运行效率和代码的维护效率，提升了PCB板的设计效率，降低了研发和维护的工作量。本发明适用于板级EDA的绘制。
G06T19/00  ,3D数字人唇形实时驱动方法、装置、终端和存储介质 [发明],本公开提供3D数字人唇形实时驱动方法及装置、终端和存储介质。3D数字人唇形实时驱动方法包括：获取训练音频和训练BS数据，得到训练音频‑BS数据对；利用训练音频‑BS数据对训练卷积神经网络模型，得到经训练的卷积神经网络模型；将音频输入经训练的卷积神经网络模型以输出BS数据；基于音频和BS数据进行3D数字人唇形的驱动和音频的同步播放。本公开的方法提高了训练模型的泛化能力，且通用性更强，能够保证3D数字人唇形驱动的实时性。
G10L13/10  ,基于大模型的语音生成方法及装置、存储介质、电子装置 [发明],本申请公开了一种基于大模型的语音生成方法及装置、存储介质、电子装置，涉及语音处理领域，上述方法包括：对目标对象输入的用户指令进行解析，以确定用户指令对应的语言风格信息，并生成语言风格信息对应的第一语音；确定第一语音的第一梅尔频谱和第二语音的第二梅尔频谱；根据第一梅尔频谱提取第一语音的第一音色向量；以及根据第二梅尔频谱提取第二语音的第二音色向量；删除第一语音对应的第一语音向量中的第一音色向量，得到第二语音向量，并在第二语音向量中添加第二语音对应的第二音色向量，以生成第三语音，将第三语音确定为语音助手输出的语音，基于上述方案，解决了现有技术中语音助手语料库单调，缺乏语言风格上的变化等问题。
G10L17/26  ,一种基于云端检测鸟类鸣声的方法及系统 [发明],本发明公开了一种基于云端检测鸟类鸣声的方法及系统，所述方法包括：接收智能终端获取的原始声音数据；对所述原始声音数据进行处理，分离得到鸟类鸣声数据；以及根据所述鸟类鸣声数据，确定与所述鸟类鸣声数据对应的鸟类信息，并将所述鸟类信息发送给所述智能终端。本发明通过用户随身携带的智能终端采集环境声音，再在云端通过两组不同的神经网络模型对环境声音中的鸟类鸣声分别进行分离与识别，从而确定相应的鸟类信息，可以精准识别鸟类声纹特征，无需额外的硬件设备即可实时处理、分析和反馈环境中的鸟类信息，方便随身使用、应用范围广，易于推广及科普鸟类信息。
G10L21/0216  ,远程会议通信智能降噪方法及系统 [发明],本发明涉及电通信技术领域，提供远程会议通信智能降噪方法及系统，包括：通过麦克风阵列采集音频信号获取环境信号和音频预处理信号，同时获取参会人员语音信息并进行语音识别。基于语音信号，使用语音增强模块对音频预处理信号进行增强处理得到音频初级处理信号；结合环境信号和音频初级处理信号进行多源噪声消除，获取音频处理信号并播放，解决在远程会议多端连接状态，抑制噪声的参数调整相对复杂，无法满足实时通信要求技术问题，实现有效地降低会议室内外各种噪声的干扰，提高语音质量，在远程会议多端连接状态，实时处理多源带噪语音，使得会议参与者可以更加清晰地听到处于不同连接端的各方声音，从而提高会议的效率和质量技术效果。
G06F16/635  ,基于语音迁移学习的新闻播报个性化音频生成系统及方法 [发明],本发明提供一种基于语音迁移学习的新闻播报个性化音频生成系统及方法，属于语音合成技术领域。所述系统包括：数据采集模块，用于获取用户偏好新闻播报音频合集及播报新闻音频文本；特征提取模块，用于对获取的数据进行特征提取，得到音频声音特征信息及文本特征信息；第一确定模块，用于计算出个性化播报语音选择系数；第二确定模块，用于计算出个性化新闻文本内容选择系数；音频合成播报模块，用于根据个性化播报语音选择系数与个性化新闻文本内容选择系数确定用户个性化音频调控指数，为用户定制个性化新闻音频播报；用户界面，用于为用户提供偏好更改功能，满足用户个性化新闻播报需求。采用本发明，能够精准推荐用户个性化新闻播报音频。
G10L15/26  ,多语种语音转换文本方法、系统、存储介质及电子设备 [发明],本发明提供一种多语种语音转换文本方法、系统、存储介质及电子设备，所述方法包括以下步骤：获取多个语种的语音音频信息和对应的语音转换文本请求和语音转换文本；基于所述语音音频信息、所述语音转换文本请求和所述语音转换文本训练多语种语音文本转换模型；基于训练好的多语种语音文本转换模型将待识别语音音频信息转换为对应的文本信息。本发明的多语种语音转换文本方法、系统、存储介质及电子设备能够将不同语种的语音转换为同一语种的文本信息，快速高效。
G10L15/02  ,语音特征提取加速方法、装置、设备和存储介质 [发明],本发明属于语音识别技术领域，公开了语音特征提取加速方法、装置、设备和存储介质，方法包括：获取原始语音信号；对原始语音信号进行语音特征提取，获得语音特征；在语音特征提取过程中，通过如下步骤计算目标定点值的开方值；将目标定点值移动到固定的q0，得到第二目标定点值x2；预先构建第一查找表，第一查找表存储的是第一预设区间的数值的开方值；若x2在第一预设区间内，则基于第一查找表获取目标定点值的开方值，若x2在第二预设区间内，对x2进行移位，移动到第一预设区间，并结合查表和截断计算目标定点值的开方值；若x2大于第二预设区间的最大值，则采用牛顿迭代法计算目标定点值的开方值。本申请可以加速语音特征提取的速度以及保证精度。
G10L13/08  ,语音合成方法、系统、电子设备及介质 [发明],本申请提供一种语音合成方法、系统、电子设备及介质，所述方法包括：输入文本内容以获取文本词元；获取参考语音以对所述参考语音进行编码获取语音嵌入数据；对所述语音嵌入数据进行特征转换以获取语音特征矩阵；基于所述文本词元和所述语音特征矩阵获取声学词元序列；基于所述文本词元、所述语音特征矩阵和所述声学词元序列获取声学特征以进行语音合成。本申请能够同时接受文本内容和参考语音，进行语音合成，合成后的语音说话内容为文本内容，风格为参考语音风格，包括说话风格、声音和环境。本申请有效降低了语音合成的难度，并且提高了合成语言的人化程度，情感真实且自然。
G10L15/28  ,语音识别加速方法、装置和设备 [发明],本发明属于语音识别技术领域，公开了一种语音识别加速方法、装置和设备，所述方法包括获取原始语音信号；对原始语音信号进行语音识别，获得语音识别结果；其中，在语音识别过程中，采用如下步骤计算目标定点值的对数值；获取目标定点值，将目标定点值移动到固定的q1，获得第二目标定点值；预先构建第一查找表、第二查找表，基于第二目标定点值，利用第一查找表以及插值公式进行插值计算，获得目标定点值的对数值，或者基于第二目标定点值，利用第二查找表获取目标定点值的对数值，无需像现有技术采用泰勒公式需要实时计算很多个数，即无需花费很多时间去计算，本发明能够快速计算出定点的对数，大大加速定点的推理速度，从而加速语音识别的速度。
G10L17/26  ,基于TDNN结构的鸟鸣物种自动识别方法 [发明],本发明涉及语音处理技术领域，提出了基于TDNN结构的鸟鸣物种自动识别方法，包括：采集生态区内的混合鸟鸣数据；基于每一帧信号能量的周期性以及鸟鸣音高的稳定性确定每一帧的鸟鸣音节覆盖率；根据每一帧的单帧能量向量所在聚类簇中每一帧的鸟鸣音节覆盖率、信息逼近系数确定时频掩蔽概率；基于每一帧的鸟鸣音节覆盖率、时频掩蔽概率确定频谱掩蔽值；基于所有帧的频谱掩蔽值构建每个频谱子图的时频掩蔽图；将频谱子图与其时频掩蔽图相乘的结果作为频谱子图的增强鸟鸣特征图；采用TDNN识别模型基于增强鸟鸣特征图确定物种识别结果。本发明通过对频谱图中频谱子图的掩蔽处理，提高了识别模型训练样本的质量，以及鸟鸣物种识别的准确率。
G10L17/26  ,基于特征融合的鸟类声音智能识别方法 [发明],本申请涉及语音处理技术领域，提出了基于特征融合的鸟类声音智能识别方法，包括：采集生态区内不同鸟类的鸟鸣数据；基于每个鸟鸣数据的频谱图采样均匀分块的方式确定每个鸟鸣数据的频谱向量；基于每个鸟鸣数据的频谱向量在自编码器潜在空间每个维度上的投影长度确定音频信息相关系数；基于频谱向量与相同潜在空间维度之间的音频信息相关系数确定维度区分系数；根据频谱向量以及维度区分系数确定鸟鸣特征向量；基于鸟鸣特征向量以及图像识别模型所提取特征向量的特征融合结果确定鸟鸣数据的鸟类识别结果。本申请能够利用不同维度作为坐标系维度，并通过维度递增的方式对相似度较高的鸟鸣数据准确区分，提高鸟类声音的识别准确率。
G10L25/51  ,基于语音分析的森林枪声定位方法 [发明],本申请涉及语音处理技术领域，提出了基于语音分析的森林枪声定位方法，包括：获取森林中的声音信号数据，将每个声音信号采集点的声音信号数据转换为语谱图，根据语谱图中每个数据点的局部能量特征构建局部声音能量密度，根据局部声音能量密度构建声音高能量聚集度，根据语谱图中每个数据点对应的声音高能量聚集度获取语谱图中每帧声音信号的高能频带集中覆盖率，根据高能频带集中覆盖率获取枪声马赫波疑似度，根据枪声马赫波疑似度获取枪声马赫波数据序列，基于枪声马赫波数据序列利用多重信号分类算法获取森林中枪声的方向角度，根据枪声的方向角度完成森林枪声定位。本申请通过马赫波数据序列获取枪声的方向角度，提高森林枪声定位的准确性。
G10L25/51  ,基于音频分解的生物多样性预测方法 [发明],本发明涉及音频信号处理技术领域，具体涉及基于音频分解的生物多样性预测方法，该方法包括：采集一天中不同时刻的各生态音频信号；提取生态音频加窗信号；根据生态音频加窗信号的频域幅值信息结合聚类算法获取生态音频汉宁窗的各聚类类别的类宽度；构建生态音频汉宁窗的时域鸟鸣指数及频域鸟鸣指数；基于此计算生态音频汉宁窗的鸟鸣复杂指数及音频区间的鸟鸣回应指数；获取VMD算法分解时各音频区间的分解层数，结合不同音频区间分解后各分解层数下的模态分量之间的巴氏系数以及各音频区间的声学多样性指数构建生物丰度指数。本发明可实现对生物多样性的准确评估。
G10L21/0208  ,用于野外鸟类声音数据的智能降噪方法 [发明],本申请涉及语音处理技术领域，提出了用于野外鸟类声音数据的智能降噪方法，包括：获取鸟类音频信号数据；根据鸟类音频信号数据获取时序区间，根据时序区间获取音频混叠突出指数；根据音频混叠突出指数获取低混叠效应簇及高混叠效应簇；根据时序区间中波峰点的特征获取鸟鸣存在置信度；根据鸟鸣存在置信度并结合低混叠效应簇及高混叠效应簇获取模态分量惩罚调节系数；根据模态分量惩罚调节系数获取惩罚系数；利用VMD变分模态分解算法基于惩罚系数获取去噪后的鸟类音频信号数据。本申请通过自适应VMD变分模态分解算法中的惩罚因子，提高了对鸟类音频信号数据的去噪效果。
G10L25/51  ,基于机器学习的森林盗猎监测方法及系统 [发明],本申请涉及语音处理技术领域，提出了基于机器学习的森林盗猎监测方法及系统，包括：获取森林盗猎监测的音频信号，对采集的音频信号进行分帧处理，获取每个短时段帧的模态分量，根据每个短时段帧的模态分量的峰值形状和分布特征构建音频峭度关联契合度，根据不同短时段帧之间的音频峭度关联契合度构建音频关联契合矩阵，根据音频关联契合矩阵和音频特征的分析结果计算音频峭度特征系数，根据音频峭度特征系数构建音频信号的森林盗猎监测特征向量，基于森林盗猎监测特征向量利用卷积神经网络模型获取森林盗猎的监测结果。本申请通过音频峭度特征系数反映盗猎活动音频特征，提高对森林盗猎监测的准确性。
G10L21/0208  ,用于生态音频信息的滤波增强方法 [发明],本申请涉及语音处理技术领域，提出了用于生态音频信息的滤波增强方法，包括：获取鸟类音频信号数据；根据鸟类音频信号数据获取频谱能量差异指数；根据频谱能量差异指数获取音频受噪因子；根据音频受噪因子获取噪声受扰指数；根据鸟类音频信号数据获取风声干扰程度指数；根据风声干扰程度指数获取风声干扰调整系数；根据噪声受扰指数及风声干扰调整系数获取维纳滤波平滑调整系数；根据维纳滤波平滑调整系数获取维纳滤波平滑系数；利用维纳滤波算法基于维纳滤波平滑系数获取滤波增强后的鸟类音频信号数据。本申请通过自适应维纳滤波平滑系数，提高了对鸟类音频信号数据的滤波增强效果。
G10L25/51  ,基于语谱特征分析的生态种群评估方法 [发明],本申请涉及语谱特征分析技术领域，提出了基于语谱特征分析的生态种群评估方法，包括：获取生态音频信号的语谱图，以语谱图中每个数据点的中心构建谱特征窗口，根据语谱图中每个数据点的谱特征窗口中数据点的连通域特征、能量梯度幅值和能量值特征构建自然鸣叫指数；以语谱图中每个数据点为中心构建掩蔽监测窗口，根据掩蔽监测窗口中数据点的分布特征计算鸟鸣增强因子，根据自然鸣叫指数和鸟鸣增强因子计算自然鸣叫增强指数，根据自然鸣叫增强指数构建权重系数，基于权重系数利用谱聚类算法获取生态种群评价结果。本申请通过构建自然鸣叫增强指数获取谱聚类算法中的权重系数，提高基于谱聚类算法对生态种群评价的准确性。
G10L17/26  ,基于深度迁移学习的混合鸟鸣识别方法 [发明],本发明涉及语音处理技术领域，提出了基于深度迁移学习的混合鸟鸣识别方法，包括：采集生态区内的混合鸟鸣信号；基于每个频谱子图上每一帧处谐波成分的相关性和衰减特征确定每一帧的鸟鸣帧识别概率；基于每个频谱子图上所有帧的鸟鸣帧识别概率的分布特征确定每个频谱子图上每一帧的帧扩展尺度；基于每个频谱子图上每一帧的帧扩展尺度确定每一帧的鸟鸣特征图；将预训练的识别模型中的权重参数迁移到混合鸟鸣识别模型，基于混合鸟鸣识别模型确定鸟鸣特征图的识别结果。本发明考虑每一帧上谐波成分在频率、时间上的变化特征构建每一帧的鸟鸣特征图训练识别模型，降低源领域与目标领域数据的特征分布差异对迁移效果的影响，提高识别准确率。
G10L25/51  ,基于时频持续性分析的人类活动影响评估方法及系统 [发明],本发明涉及语音分析处理技术领域，具体涉及基于时频持续性分析的人类活动影响评估方法及系统，该方法包括：采集音频信号并进行分帧处理得到各信号帧，构建信号周期的振幅特征组；计算各信号帧的活跃显著因子；根据各信号帧的活跃显著因子、对应振幅的信息熵以及各信号周期的振幅特征组得到各信号帧的有效稳态因子；构建各信号帧的有效置信权重，并结合频域中各频率分量的信号衰减率计算信号帧的高能有效因子；将短时能量及高能有效因子组成有效二维向量；计算各信号帧的高能效持续系数以提取各活动帧，基于活动帧对人类活动影响进行评估。从而实现对人类活动影像进行准确评估，避免传统VAD端点检测算法难以准确判定活动帧的弊端。
G10L13/08  ,一种语音合成方法、装置、设备及可读存储介质 [发明],本发明提供了一种语音合成方法、装置、设备及可读存储介质，通过获取目标文本，通过预训练的文本模型BERT对目标文本进行编码，以生成文本情感编码，获取参考语音，通过预训练的语音模型BERT对参考语音进行编码，以生成语音情感编码；将解析音素与文本情感编码和语音情感编码输入到基于Transformer的先验编码器生成潜在表示编码；调用MAS算法获得对齐矩阵，对齐矩阵的元素为每个音素的发音时长，通过对齐矩阵训练时长预测器，对潜在表示信息的文本特征和语音帧进行对齐和优化，推理时对潜在表示信息进行扩展处理生成目标文本的梅尔频谱，使用基于hifigan的解码器对目标文本的梅尔频谱进行解码处理，生成目标文本的音频波形。解决现有的TTS产品的情感表达有限的问题。
G10L25/51  ,基于声学识别的生物多样性监测方法及系统 [发明],本发明涉及生物多样性分析技术领域，具体涉及基于声学识别的生物多样性监测方法及系统，该方法包括：获取保护区声音语谱图，构建各保护区声音语谱图的无向图，进而获取节点路径序列以及可达中间节点；获取代表路径差异系数，进而获取各节点之间的节点邻近相似指数；根据节点邻近相似指数获取第一聚类簇，获取第一聚类簇的中心频率，获取各第一聚类簇的最外围时频单元，进而获取轮廓不规则系数；获取最外围时频单元的曲率偏差值，进而获取轮廓曲率离散系数，计算轮廓形态复杂指数；获取各第一聚类簇的形态特征向量，进而获取各第二聚类簇，对生物物种进行识别。本发明旨在解决解决生物鸣叫声音和人类活动声音无法进行准确区分的问题。
G10L15/06  ,基于深度学习的手提电脑语音识别方法及系统 [发明],本申请实施例提供一种基于深度学习的手提电脑语音识别方法及系统，通过对待识别语音数据包含的各语音区块进行声学属性向量解析，可以有效地从复杂的待识别语音数据中获取关键信息，提高了语音识别的准确性和效率。其次，使用时空优化模型进行属性向量优化，能够充分利用语音信号中的时空信息，进一步增强语音识别的精确性。此外，通过确定各语音区块关联的干扰特征参数，能够有效地处理并削减语音信号中的干扰，使得在噪声环境下的语音识别更加准确。最后，根据目标语义意图数据对手提电脑进行功能控制，实现了智能交互，极大地提升了用户体验。
G10L15/22  ,一种音视频的生成方法、装置、设备及存储介质 [发明],本申请实施例公开了一种音视频的生成方法、装置、设备及存储介质，该方法包括：通过图像传感器获取包含交互对象的图像，以及通过语音传感器获取语音数据；对图像进行特征分析，得到交互对象的姿态信息；根据交互对象的姿态信息，获取数字人的姿态信息；获取语音数据对应的回复语音数据；根据回复语音数据和数字人的姿态信息，生成数字人视频，数字人视频中数字人的口型与回复语音数据匹配，数字人视频中数字人的姿态与数字人的姿态信息匹配；基于数字人视频和回复语音数据构建音视频，并输出音视频。采用本发明实施例，能够有效提高数字人与交互对象的互动性，从而确保播放的音视频中的数字人更加拟人化。
G10L13/047  ,一种语音合成方法、装置、设备及存储介质 [发明],本申请实施例公开了一种语音合成方法、装置、设备及存储介质，该方法包括：获取文本信息，以及说话人嵌入信息和语言嵌入信息，说话人嵌入信息用于指示基于说话人的语音特征将文本信息进行语音合成，语言嵌入信息指示对文本信息进行语音合成的语言类型；对说话人嵌入信息进行特征提取，得到说话人的语音特征；对文本信息进行编码，得到文本信息的离散编码向量；在优化后的嵌入空间中查找与语言嵌入信息指示的语言类型匹配，且与离散编码向量的距离最近的嵌入向量；基于说话人的语音特征对嵌入向量进行解码，得到文本信息的音频数据。采用本申请实施例，能够确保语音合成得到的音频数据更加拟人化，更加贴近说话人的语音和发音方式。
G10L25/51  ,一种用于智慧监管的多目标监测方法 [发明],本发明公开了一种用于智慧监管的多目标监测方法，属于语音处理技术领域，本发明将原始声音信号进行分段，得到多个子段声音信号，对每个子段声音信号进行小波分解，得到各个子段声音信号的小波分解系数向量，小波分解系数体现的是信号的成分，从而更容易体现声音信号的组成结构，一方面能减少数据量，另一方面能凸显信号的结构，再进行说话人数预测，在数据量大大减少后，人数预测模型结构更简单，计算量更小。找到预测说话人数为1对应的小波分解系数向量，再重构，得到个人的时域声音信号，根据个人的时域声音信号的信号特征，从原始声音信号中找出各个个体的说话声音时段，实现各个说话目标的说话监测。
G10L15/22  ,一种交互式AI智能机器人控制方法与智能机器人 [发明],本发明涉及语音交互、人工智能等技术领域，提供的交互式AI智能机器人控制方法与智能机器人，通过根据语音机器人的历史呼出内容和对话方的历史回应内容，生成历史语音交互场景内容，根据历史语音交互场景内容进行对话意图特征和对话情绪特征提取，模型训练，得到能够识别对话意图和对话情绪的AI对话辅助机器人，当前语音呼出后，获取对话方的当前回应内容，传输给AI对话辅助机器人进行辅助分析，以得到对话方的当前对话意图和当前对话情绪，获取当前对话意图和当前对话情绪，并根据当前对话意图和当前对话情绪，控制语音机器人呼出适配当前对话意图和当前对话情绪的呼出内容，从而实现识别当前对话方的情绪、意图，减少无效的交互和骚扰发生。
G10L15/02  ,音频识别方法、装置、系统和电子设备 [发明],本公开涉及一种音频识别方法、装置、系统、电子设备和存储介质，该方法包括：接收音频识别目标信息，并输入编码器模块得到目标特征向量，其中音频识别目标信息对应的类别数量为至少一个；将目标特征向量和类别数量输入参数推理模块得到模型配置参数；将模型配置参数发送到部署于终端设备的音频识别分类模型，使得音频识别分类模型基于模型配置参数进行配置，并使得终端设备接收到与音频识别目标信息相关联的音频信息后，通过音频识别分类模型得到音频识别结果。本公开实现了终端设备利用一个模型实现声音事件检测和关键词识别的两种功能，有助于终端设备功耗的降低和运行速度的提升，减少了终端设备为得到模型配置参数而进行的模型训练的消耗。
G10L21/0272  ,联合听觉场景分析与深度学习的混合水声信号分离方法 [发明],本申请的实施例涉及声信号分离技术领域，公开了一种联合听觉场景分析与深度学习的混合水声信号分离方法，该方法包括：通过预训练的听觉分割模型对获取到的混合水声信号进行听觉分割，将所述混合水声信号分解成若干个听觉片段；其中，每一个所述听觉片段均用于表征对应的声学事件在听觉场景中的局部描述；通过预训练的深度聚类网络对所述若干个听觉片段进行听觉重组，将来自于同一个声源的听觉片段重组在一起，得到各所述声源对应的水声信号。本申请的实施例提供的联合听觉场景分析与深度学习的混合水声信号分离方法，可实现对水下复杂环境中的混合水声信号的精准分离与重构，分离时抗干扰能力强，稳定性高，为水声目标识别提供了便利。
B60W30/18  ,一种农用拖拉机驱动桥智能控制系统及方法 [发明],本发明提供一种农用拖拉机驱动桥智能控制系统及方法，其中，系统包括：语音信息采集子系统，用于采集目标农户的语音信息；驱动桥控制指令确定子系统，用于根据语音信息，确定目标农用拖拉机的驱动桥控制指令；驱动模式确定子系统，用于基于驱动桥控制指令，确定驱动模式；分配控制方案确定子系统，用于根据驱动模式，确定驱动扭矩分配控制方案；智能控制子系统，用于根据驱动扭矩分配控制方案进行智能控制。本发明的一种农用拖拉机驱动桥智能控制系统及方法，根据农户的语音信息，确定驱动桥控制指令触发的驱动模式。基于驱动模式，确定驱动扭矩分配控制方案进行智能控制，控制更适宜，农机驱动效率更高，降低了车轮磨损和四驱损耗。
G10L25/51  ,一种基于多传感器融合的远场声音分类方法和装置 [发明],本申请涉及一种基于多传感器融合的远场声音分类方法和装置。该方法包括：构建具有多个音频传感器的传感器阵列，所述音频传感器具有置信度，所述置信度用于表征所述音频传感器的可靠性；响应于接收的音频信号，由多个音频传感器对音频信号进行预处理，提取音频特征；将所述音频特征输入至预先训练的声音分类模型，获得初步声音分类结果；将多个传感器的初步声音分类结果输入至融合处理模型，获得最终声音分类结果；依据所述最终声音分类结果，调整所述音频传感器的置信度。本申请融合多个传感器的初步分类结果，获得最终分类结果，同时使用最终分类结果反向计算调整传感器置信度，使传感器置信度判断依据更加丰富和客观，增加远场声音分类准确度。
