IPC主分类,发明名称,摘要
G16C20/20  ,一种基于化学需氧量的压裂返排液影响因素主次分析方法 [发明],本发明涉及一种基于化学需氧量的压裂返排液影响因素主次分析方法，属于油田压裂液返排处理技术领域。步骤如下：（1）获取在不同施工条件及地面处理条件下得到的压裂返排液；（2）对获取到的不同影响因素下产生的压裂返排液进行化学需氧量分析，记录不同对比组化学需氧量数值；（3）确定压裂返排液化学成分影响因素的分析序列；（4）数据预处理；（5）计算分析子序列中的影响因素与分析母序列中评价指标的关联程度；（6）通过关联程度对压裂返排液化学成分的影响因素进行主次关系排序。本发明基于对油田现场压裂返排液化学需氧量的测试数据，分析了油田现场压裂返排液化学成分影响因素的主次关系排序。
G06F30/20  ,车用功率模块随机振动分析方法、装置和计算机设备 [发明],本申请涉及一种车用功率模块随机振动分析方法、装置和计算机设备。所述方法包括：构建车用功率模块的初始模型，对所述初始模型进行结构简化和干涉检查，得到中间模型；对所述中间模型进行材料选型、工程特性数据校核、电气简化和布尔运算，得到处理完成的模型；对处理完成的模型进行模态分析，得到目标模态阶数；利用所述目标模态阶数对处理完成的模型进行随机振动仿真，基于仿真结果对所述车用功率模块进行随机振动分析。采用本方法能够提高随机振动分析准确性。
G06F30/28  ,微污染河流人工湿地治理系统设计方法及系统 [发明],本发明公开了微污染河流人工湿地治理系统设计方法及系统，应用于计算机辅助设计技术，方法包括：获取第一参数和第二参数；计算去除率；通过预处理沉淀模型获取第一设计参数和第三参数；通过人工湿地模型获取第二设计参数和第四参数；通过氧化塘模型获取氧化塘的第三设计参数；根据第一设计参数、第二设计参数和第三设计参数设计人工湿地治理系统。本发明微污染河流人工湿地治理系统设计方法及系统，提供了一种可以进行微污染河流人工湿地治理系统的设计参数进行自动生成的技术方案，可以有效的降低新建治理系统时的设计成本，并且对不同的河流区域具有很强的适用性，有利于大规模推广，降低各地区河流微污染带来的影响。
G01N17/00  ,混凝土结构氯盐侵蚀耐久性评定方法、系统及装置 [发明],本发明提供了一种混凝土结构氯盐侵蚀耐久性评定方法、系统及装置，涉及混凝土结构耐久性评估技术领域，方法主要包括：制备标准试件；对标准试件进行氯盐侵蚀加速试验；搭建光谱系统；扫描标准试件，得到光谱数据；检测标准试件中目标离子的化学指标；基于化学指标与光谱数据之间的对应关系，构建数据库；筛选数据库中目标离子的特征波长；基于特征波长及化学指标，训练神经网络模型，用于推算氯离子含量；采集被测构件的光谱数据，输入神经网络模型，输出氯离子含量。本发明不会破坏被测构件或结构的整体性，评定速度快、准确性高且功能扩展性强，通过采集光谱扫描数据，即可对混凝土结构氯盐侵蚀耐久性做出准确评估。
G06F30/23  ,基于有限元和分子动力学的SERS基底仿真优化方法 [发明],本发明属于有限元仿真优化技术领域，具体涉及基于有限元和分子动力学的SERS基底仿真优化方法，步骤包括通过有限元仿真软件构建包括上部介质区域和下部SERS基底区域的整体物理模型；通过模型开发器的接口和模块设置相关参数；在模型开发器中划分网格，进行求解计算和后处理得到电场增强因子；构建分子动力学模型和吸附模型并求解得到吸附信息；进行相关性分析获得参数优化模型。本发明充分考虑了实际SERS基底结构的有限元物理模型构建与电磁分析，并且充分考虑了罗丹明6G分子构型和基底结构，进而建立了分子吸附的分子动力学模型，能够较为准确的解析SERS基底的拉曼增强机制，并为基底结构优化提供了量化数据。
G06F30/20  ,电池的容量衰减仿真方法、装置、计算机设备和存储介质 [发明],本申请涉及一种电池的容量衰减仿真方法、装置、计算机设备和存储介质，该方法包括：获取锂离子电池的仿真工况数据；将仿真工况数据输入至预设的容量衰减仿真模型中，通过容量衰减仿真模型根据仿真工况数据模拟锂离子电池在循环充放电过程的析锂反应面积变化情况，获得锂离子电池的容量衰减曲线；容量衰减仿真模型是基于锂离子电池在不同析锂程度下的析锂反应面积构建的。采用本方法能够准确模拟锂离子电池由于析锂而产生的容量衰减。
G06F30/20  ,一种氮气驱气补能的氮气注入量确定方法 [发明],本发明属于气田开发领域，特别涉及一种氮气驱气补能的氮气注入量确定方法；在本发明中，将气藏地下容积利用开采前后的不同情况对比建立了氮气驱气补能的气藏物理模型，通过分别定义每个部分的计算方法并将其组合得到了氮气驱气补能的气藏数学模型，对该数学模型进行迭代计算，根据氮气注入量与其对应计算得到的压力绘制氮气注入量与地层压力的关系图，根据氮气驱气补能需要补充的地层能量，即将地层压力恢复到某个具体的压力值，代入氮气注入量与地层压力的关系图中，确定氮气的注入量。该方法在气藏提采的实际应用中具有理论上的合理性和实际生产应用价值。
G16C20/10  ,一种千瓦级固体氧化物燃料电池电堆的均质化建模方法 [发明],本发明公开一种千瓦级固体氧化物燃料电池电堆的均质化建模方法，包括步骤：建立固体氧化物燃料电池电堆三维几何模型；对电堆进行均质化处理，获取均质化电堆几何模型，并等效处理电池单元各部分结构的材料参数；基于均质化电堆几何模型，模拟分析电堆内流体流动情况，分析电堆的进气不均匀度，并根据进气不均匀度对电堆的各层电池单元进行分组；建立不同进气条件下的单电池单元多场耦合模型，输出相应的电化学反应质量源和热源；基于均质化电堆几何模型，设置边界条件，并输入质量源和热源，建立电堆多物理场耦合数值模型。本发明通过将电堆进行均质化等效处理得到均质化数值模型，用于电堆数值模拟时计算精度高、计算效率高。
G06F30/27  ,一种基于深度学习的低周疲劳寿命预测方法 [发明],本发明公开了一种基于深度学习的低周疲劳寿命预测方法，属于寿命预测技术领域，包括以下步骤：S1、获取金属材料的应力应变数据，并根据应力应变数据生成滞回曲线图像；S2、构建ConTrans模型；S3、将滞回曲线图像输入至ConTrans模型中，确定金属材料的寿命。本发明与现有的机器学习算法相比，能够高保真地利用滞回曲线图像的全局以及局部信息，实现端到端的映射函数，提高疲劳寿命预测的精度和通用性。
G16C60/00  ,孔隙随机分布的C/C复合材料的强度预测方法及装置 [发明],本申请公开了一种孔隙随机分布的C/C复合材料的强度预测方法及装置，该方法包括：获取C/C复合材料试件的各相的体积参数与静态参数；基于静态参数构建C/C复合材料试件的有限元分析模型；根据体积参数与有限元分析模型构建精细化分析模型；其中，精细化分析模型包括多个孔隙率不同的有限元分析模型；对精细化分析模型进行静力学分析得到承载能力曲线，并获得C/C复合材料试件在拉伸载荷作用下的失效过程；根据承载能力曲线与失效过程预测C/C复合材料试件的承载能力。解决了现有技术中有限元建模分析方法无法准确评估C/C复合材料的强度问题，能够有效评估C/C复合材料的强度，并能够降低试验成本。
G16C60/00  ,软模-复合材料网格结构相互作用分析方法及装置 [发明],本发明涉及复合材料技术领域，特别涉及一种软模‑复合材料网格结构相互作用分析方法及装置。方法包括：基于目标软膜参数和目标复合材料参数，确定采用所述目标软膜生成所述目标复合材料时所需的理论工艺间隙；基于所述理论工艺间隙和目标软膜参数，确定等效材料参数；所述等效材料参数包括材料厚度、模量和热膨胀系数；基于所述目标软膜、所述等效材料和所述目标复合材料，建立有限元模型；利用所述有限元模型分析在利用所述目标软膜生成所述目标复合材料网格结构时两者之间的相互作用；其中，有限元分析过程中所述等效材料的参数随其应变的改变而改变。本申请，可以将固化过程中的几何不连续问题转化为材料的非线性问题，提高计算效率。
G06F30/17  ,基于软膜成型的复合材料网格结构筋条截面形状分析方法 [发明],本发明涉及复合材料技术领域，特别涉及一种基于软膜成型的复合材料网格结构筋条截面形状分析方法。方法包括：基于预先构建的软膜‑复合材料有限元模型，计算在正应力作用下，复合材料网格结构筋条的初始截面形状；正应力为利用软膜生成复合材料网格结构时，软膜与复合材料网格结构之间的垂直挤压力；预先确定利用软膜生成复合材料网格结构时，软膜和复合材料网格结构之间的剪切层；将剪切层施加在复合材料网格结构筋条的初始截面上，得到挤压‑剪切作用耦合分析模型；对挤压‑剪切作用耦合分析模型进行求解，得到复合材料网格结构筋条的最终截面形状。本申请，收敛性好，可以准确计算复合材料筋条的截面尺寸。
G16C60/00  ,基于光纤光栅的软膜-复合材料相互作用分析方法及装置 [发明],本发明涉及复合材料技术领域，特别涉及一种基于光纤光栅的软膜‑复合材料相互作用分析方法及装置。方法包括：基于多根光纤光栅的测量数据，分别确定目标复合材料脱粘时，不同厚度处目标软膜与目标复合材料界面间的最大剪应力和最小剪应力；每根光纤光栅分别平行地埋置于目标软膜的不同厚度处，以测量目标软膜在相应厚度处的正应变；将每个最大剪应力和最小剪应力进行组合，得到脱粘时目标软膜和目标复合材料界面间的剪应力场；将剪应力场作为预先构建的有限元模型的输入，以利用有限元模型计算目标软膜与目标复合材料之间的相互作用。本申请，可以准确确定脱粘阶段软膜与复合材料界面间的剪应力场，提高软膜与复合材料之间相互作用的计算精度。
G16C60/00  ,复合材料网格结构的固化变形预报及优化方法 [发明],本发明涉及复合材料结构成型技术领域，特别涉及一种复合材料网格结构的固化变形预报及优化方法。方法包括：获取利用仿真模型建立的与固化变形相关的敏感参数数据库；其中，敏感参数数据库的每一条数据样本至少含有网格节点铺层阶差的敏感工艺参数、筋条宽度的敏感工艺参数和网格结构固化变形圆度的敏感工艺参数；利用敏感参数数据库对预先构建的神经网络进行训练，得到预报模型；以利用预报模型实现对复合材料网格结构的固化变形的高效率预报。另外，基于预报模型和粒子群优化算法，可以实现对铺层阶差、筋条宽度和固化变形圆度的敏感工艺参数的高精度快速优化。
G16C60/00  ,考虑温度场和筋条变形的网格结构固化变形预测方法 [发明],本发明涉及复合材料技术领域，特别涉及一种考虑温度场和筋条变形的网格结构固化变形预测方法。该方法通过将热压罐非均匀性温度场和筋条截面变形结果考虑到固化变形的因素中，这充分考虑了网格结构构件在固化过程中热压罐非均匀性温度场和筋条截面变形的影响，从而可以精确预测网格结构构件的固化变形。
G16C60/00  ,复合材料网格结构数字化建模方法和建模装置 [发明],发明涉及复合材料仿真技术领域，特别涉及一种复合材料网格结构数字化建模方法和建模装置。应用于有限元仿真软件，方法包括：利用数字单元嵌入方式，对复合材料的网格节点和模具进行有限元建模，并对建模得到的网格节点模型进行节点压实模拟，得到目标节点模型；对目标节点模型进行区域划分，并计算每一个区域的纤维体积分数；对复合材料的网格结构进行建模，以利用区域划分结果对建模得到的初始网格结构模型进行拆分，并对拆分得到的每个区域赋予对应的纤维体积分数，得到复合材料的目标网格结构模型。本方案通过为复合材料网格结构各个区域赋予不同的纤维体积分数，来提高复合材料网格结构的模拟精度。
G06F30/17  ,网格结构构件的固化变形预测方法及装置 [发明],本发明涉及复合材料技术领域，特别涉及一种网格结构构件的固化变形预测方法及装置。该方法通过在固化变形预测模型中融入了树脂流动‑压实模型和硅胶软模边界条件模型，这充分考虑了网格结构构件在节点处的树脂含量和体积的变化以及硅胶软模作用下预浸料的粘弹性力学行为，从而可以精确预测网格结构构件的固化变形。
G06F30/23  ,复合材料网格结构的铺层阶差预报方法和装置 [发明],本发明涉及复合材料工艺力学技术领域，特别涉及一种复合材料网格结构的铺层阶差预报方法和装置。应用于有限元仿真软件，方法包括：利用数字单元嵌入方式，对复合材料的网格节点和模具进行有限元建模，得到网格节点模型和模具模型；将网格节点模型放入模具模型后施加载荷，以模拟节点压实过程；在节点压实过程模拟完成后，得到网格节点的铺层阶差。本方案可以对网格节点模型和模具模型进行精细化建模，然后模拟节点压实过程，以此来实现对节点铺层阶差的精准预报。
G01N21/63  ,基于钠光源和智能算法的多指标煤质分析仪及检测方法 [发明],本发明涉及煤质分析领域，具体公开了基于钠光源和智能算法的多指标煤质分析仪及检测方法。多指标煤质分析仪包括钠光源、探测器、智能分析芯片和触控屏。其中，触控屏用于显示多个候选指标、初始样本集、初筛煤质分析模型集。智能分析芯片用于利用对应的实际训练样本集对第一数量个煤质分析模型进行训练，得到第一数量个实际煤质分析模型；利用第一数量个实际煤质分析模型分别对特征谱进行分析，得到第一数量个煤质分析结果；根据第一数量个煤质分析结果生成煤质分析报告。由此，避免了给操作人员带来安全风险，以及使得煤质分析结果以及最终生成的煤质分析报告更加准确。
G06Q50/02  ,基于三元猪饲料原料有效能预测定安黑猪和定安猪饲料原料有效能的方法 [发明],本发明公开了一种基于三元猪饲料原料有效能预测定安黑猪和定安猪饲料原料有效能的方法，包括以下步骤：S1.三元猪、定安黑猪和定安猪饲料原料有效能及营养物质消化率的测定与比较；S2.基于三元猪饲料原料有效能的定安黑猪和定安猪有效能预测模型的建立。本申请针对性地评价玉米、豆粕两种常规饲料原料以及海南省地源性饲料原料在定安黑猪和定安猪上有效能，有助于实现定安黑猪和定安猪精准营养，避免饲料浪费造成的养殖成本的增加；基于三元猪有效能建立了定安猪和定黑猪有效能预测方程，有助于实现三元猪饲料原料数据库向定安猪、定安黑猪原料数据库转移，为定安黑猪和定安猪的精准营养与高效饲养奠定了良好的基础。
G16C20/20  ,一种气体激光吸收光谱的基线拟合及降噪方法、系统 [发明],本申请涉及信号处理技术领域，提供一种气体激光吸收光谱的基线拟合及降噪方法、系统。方法包括：向待测气体中发送检测光信号；建立第一数据集和基线拟合神经网络；采用第一数据集训练及测试基线拟合神经网络，得到基线拟合信号；建立第二数据集和噪声抑制神经网络；采用第二数据集训练及测试所述噪声抑制神经网络，得到降噪信号。该基线拟合及降噪方法无需额外增加硬件设备，也不会引入额外的硬件噪声，另外对噪声没有频率限制，相较于现有的处理方法，改善了气体浓度检测中存在的基线信号漂移和噪声干扰的问题，该方法具有处理快、降噪效果好的优点。且该方法不受结构限制，适用于小型系统和短光程的设备，有效降低设备成本，应用范围较广。
G06F30/17  ,一种多参数同步优化的感应加热搅拌设备的设计方法 [发明],本发明公开了一种多参数同步优化的感应加热搅拌设备的设计方法，包括以下步骤：步骤1：定义参数；定义影响搅拌和加热的关键参数；步骤2：构建数学模型；建立关键参数之间的数学模型，通过数学关系描述加热和搅拌的物理过程；步骤3：参数优化；使用粒子群算法对关键参数和数学模型进行验证和优化，确定关键参数的最优值；步骤4：计算机模拟与验证，完成多参数同步优化的感应加热搅拌设备的设计。
G06T7/00  ,一种混凝土透气性智能检测方法及系统 [发明],本发明涉及混凝土性能检测技术领域，具体涉及一种混凝土透气性智能检测方法及系统，该方法包括：采集混凝土样本的高光谱数据，获得每个像元的像元光谱曲线；根据高光谱数据获得麻面区域像元集合；根据麻面区域像元集合中的各像元的像元光谱曲线获得共轭极线偏差系数和中心外延谱线差异系数；根据中心外延谱线差异系数之间的差异获得解混优化调控因子；根据解混优化调控因子以及高光谱数据获得端元矩阵和丰度矩阵；获取标准端元矩阵和标准丰度矩阵；根据端元矩阵、丰度矩阵与标准端元矩阵、标准丰度矩阵之间的差异获得混凝土样本的透气性检测结果。从而实现对混凝土透气性智能检测，提高检测精度。
G06F30/25  ,提高焊接带筋壁板疲劳寿命的加工方法 [发明],本发明提供了一种提高焊接带筋壁板疲劳寿命的加工方法，包括以下步骤：将筋板与底板焊接形成具有T型焊接接头的焊接带筋壁板；观察T型焊接接头横截面的组织金相，分别确定热影响区、热力影响区以及焊核区的边界尺寸；根据热影响区、热力影响区以及焊核区的边界尺寸确定待喷丸强化区域的尺寸，对待喷丸强化区域进行喷丸处理。本发明提出建立了焊接带筋壁板焊缝区金相组织与待喷丸强化区域及参数的对应关系，获得了一种能够提高焊接带筋壁板疲劳寿命且低成本的制造方法，其中疲劳性能可提高1‑2倍，可以为航空器轻量化、低成本、高可靠性制造提供一种全新工艺路线，提升零件疲劳强度，进而提升装备质量与性能，具有较大经济及社会效益。
G16C20/30  ,一种基于良好分子表征的化合物ADMET性质预测方法 [发明],本发明涉及一种基于良好分子表征的化合物ADMET性质预测方法，包括以下步骤：获取原始化合物数据集并进行预处理，获取表达化合物良好分子表征的特征数据；基于各特征数据及对应的ADMET性质构建若干训练数据集；构建若干基于机器学习的预测模型，通过各训练数据集对各预测模型进行训练，得到基于不同特征数据的性质预测模型；针对不同ADMET性质的预测任务，将各性质预测模型进行融合，基于预测结果的精度确定对应ADMET性质的预测任务模型的模型融合参数并保存融合后的模型为对应的最佳模型；获取待预测的化合物数据及需要预测的ADMET性质，对化合物数据进行预处理后输入至对应的最佳模型中，输出相应的预测结果。
G06F30/23  ,高周疲劳破坏数值模拟方法及系统 [发明],本发明公开了一种高周疲劳破坏数值模拟方法，包括获取目标构件的参数信息；建立目标构件的三维几何模型并进行离散化；构建目标构件在高周疲劳破坏下的断裂准则和对应的材料参数；对目标构件进行高周疲劳破坏下的循环荷载计算并完成目标构件在高周疲劳破坏下的数值模拟。本发明还公开了一种实现所述高周疲劳破坏数值模拟方法的系统。本发明建立了完整的近场动力学下的高周疲劳破坏数值模拟方法，能够对大部分金属构件高周荷载下构件的疲劳破坏进行模拟，而且本发明的可靠性高、精确性好且效果较好。
G06Q10/20  ,一种电捕焦油器健康数据采集、分析、管理一体化平台 [发明],本发明属于设备健康管理技术领域，具体公开提供的一种电捕焦油器健康数据采集、分析、管理一体化平台，包括：运行数据采集模块、健康数据采集模块、设备监测分析模块、设备标定处理模块、设备健康分析模块和设备分析反馈终端。本发明根据电捕焦油器各次运行的运行数据以及安置的各健康监测设备的健康监测数据进行监测精准性分析，进而对健康监测设备进行标定处理，同时根据分析结果进行电捕焦油器的健康状态分析，输出健康指数，有效解决了当前未考虑健康监测设备对应监测数据精准性的问题，确保了后续电捕焦油器健康监测数据的可信度和参考性，进而提升了后续电捕焦油器健康维护的针对性、可靠性和有效性。
G06F30/27  ,一种人为排放污染物的大气环境容量计算方法 [发明],本发明公开了一种人为排放污染物的大气环境容量计算方法，涉及大气环境科学技术领域，本发明通过融合气象数据、风廓线数据、激光雷达数据和地面监测站的污染物浓度、组分等数据，基于污染物的物理和化学性质，结合随机森林模型，提出了一种快速、合理计算大气环境容量的方法，本方法不仅可以直接计算大气环境容量，还可以采用预报数据对大气环境容量进行计算，便于尽早进行污染管控。
G16C20/70  ,多肽氨基酸序列生成模型训练及相关产品 [发明],本发明提供一种多肽氨基酸序列生成模型训练及相关产品。该方法的一具体实施方式包括：通过利用与目标受体之间结合有活性的活性多肽氨基酸序列，再对活性多肽氨基酸序列进行词元切分得到活性多肽词元序列，再将活性多肽词元序列的片段和相应向后移位一个词元之后的移位词元序列分别进行特征嵌入表示，并分别作为样本特征数据的样本多肽词元特征序列和期望输出的标签词元特征序列，再以样本多肽词元特征序列作为输入数据，以标签词元特征序列作为监督数据对多肽氨基酸序列生成模型进行训练。进而，多肽氨基酸序列生成模型可以预测与目标受体之间具有结合活性的多肽氨基酸序列。
G16C20/30  ,活性预测模型训练及活性预测相关产品 [发明],本发明提供一种多肽与受体结合活性预测模型训练及活性预测相关产品。该模型训练方法的一具体实施方式包括：首先确定训练样本特征集，其中，训练样本特征对应有样本多肽氨基酸序列、样本受体氨基酸序列以及用于表征样本多肽和样本受体之间结合活性程度的标注活性值，训练样本特征包括多肽序列和受体序列对特征、多肽分子指纹特征和多肽描述符特征。然后，基于训练样本特征集中的训练样本特征以及相应标注活性值，对初始多肽与受体结合活性预测模型进行训练，得到训练后的多肽与受体结合活性预测模型。即，通过多肽和受体结合活性预测的多模态预测模型，进行全方面的信息融合，可提高多肽与受体活性预测的准确性。
G16C10/00  ,一种分子动力学模拟系统及方法 [发明],本发明公开了一种分子动力学模拟系统及方法，涉及数据处理领域，为解决分子动力学模拟系统数据传输效率低的问题，该分子动力学模拟系统包括：计算高速链路交换模块，及与计算高速链路交换模块连接的第一共享内存、全域处理板卡组、区域处理板卡组和信息计算板卡组。本发明中，当主机、全域处理板卡组、区域处理板卡组和信息计算板卡组通过计算高速链路与第一共享内存互联后，均可访问第一共享内存中的数据，无需主机端进行数据转发，提升计算任务处理效率，从而提升了分子动力学模拟的效率。
G16C20/30  ,一种晶体性质预测方法、装置、计算机设备和储存介质 [发明],本发明提供了一种晶体性质预测方法、装置、计算机设备和储存介质。该方法包括：构造截断函数，根据截断函数获得待预测晶体元素的环境描述符；根据环境描述符的径向和角度获取待预测晶体元素的中心原子的径向矩阵和角度矩阵；对径向矩阵和角度矩阵进行嵌入操作，将嵌入操作后的结果输入到多头自注意力机制中进行性质预测。本发明根据截断函数获得了更优的环境描述符，通过获取该环境描述符的径向矩阵和角度矩阵捕捉了晶体元素的结构特征，将径向和角度矩阵进行嵌入操作有助于学习晶体元素的高级特征，将嵌入结果输入到多头自注意力机制中可以更全面地考虑环境描述符的各个方面，从而更准确地预测化学元素的性质。
G01N33/22  ,一种室内燃气故障监测方法及系统 [发明],本发明涉及数据处理技术领域，具体涉及一种室内燃气故障监测方法及系统，包括：采集燃气含量数据和各种环境数据；根据各种环境数据得到每个位置的第一主成分向量，得到每个位置的每个环境影响因素对室内燃气监测的影响程度；根据每个位置的每个环境影响因素对室内燃气监测的影响程度、燃气含量数据和各种环境数据得到每个位置在每个时刻的燃气含量数据的异常程度，得到每个时刻所有位置的燃气含量数据的异常程度；根据每个时刻所有位置的燃气含量数据的异常程度进行对室内燃气故障进行监测。本发明通过对燃气含量数据和各种环境数据进行分析处理，提高了室内燃气故障监测的准确性。
