IPC主分类,发明名称,摘要
G06T7/00  ,一种基于双眼融合网络预测高血压的方法、系统和设备 [发明],本发明属于智能医疗领域，具体涉及一种基于双眼融合网络预测高血压的方法、系统和设备。方法包括：获取被试左/右眼的眼底图像和右眼的眼底图像；所述左/右眼的眼底图像输入Transformer编码器进行特征提取得到左/右眼底图像特征；将所述左/右眼底图像特征展开成2维左/右眼底特征序列，二者列连接得到双眼特征序列，在所述双眼特征序列上作用Transformer层后得到双眼融合特征序列，所述Transformer层由自注意力层和前馈神经网络组成，计算所述双眼融合特征序列的列均值得到双眼融合特征；基于所述双眼融合特征进行高血压预测。本发明可以预测个体未来是否会新发高血压，有利于指导个体采取预防和干预措施。
G16H50/70  ,一种医疗健康大数据优化采集方法 [发明],本发明涉及数据处理技术领域，尤其涉及一种医疗健康大数据优化采集方法，该方法获取初始医疗健康大数据，对初始医疗健康大数据进行预设的数据预处理，得到医疗健康大数据，获取医疗健康大数据中的任一类目标数据；获取目标数据的平滑拟合曲线；将目标数据与平滑拟合曲线上对应的拟合值做差，得到差值集合，根据差值集合构建得到差值直方图，根据差值直方图的正态分布曲线和概率密度曲线，确定正态分布时区间，根据正态分布时区间确定目标数据中的异常目标数据，对目标数据中的异常目标数据进行剔除，得到优化后的医疗健康大数据，提高了对目标数据进行跳点数据清洗的效果，完成了对医疗健康大数据的优化采集。
G16H50/30  ,训练预测帕金森步态障碍的预测模型的方法及相关产品 [发明],本申请公开了一种训练预测帕金森步态障碍的预测模型的方法及相关产品。所述方法包括：从帕金森患者组和正常组的静息态功能磁共振图像中分别提取对应的动态低频振幅作为训练样本，并从训练样本中选择任意两个动态低频振幅进行组合；获取帕金森患者组和正常组的检查信息，并将检查信息作为训练标签；将组合中的两个动态低频振幅和相应训练标签分别输入至第一编码器和第二编码器提取特征，获得对应的第一时序特征和第二时序特征；构建对应的第一时序特征和第二时序特征之间的相似性函数；以及基于相似性函数优化第一编码器和/或第二编码器，以训练预测帕金森步态障碍的预测模型。利用本申请的方案，可以提高对dALFF数据集的学习能力，提高预测精度。
C12Q1/6883  ,VTE风险评估的检测试剂盒及应用 [发明],本发明提供一种VTE风险评估的检测试剂盒，属于基因检测领域，与VTE相关的SNP风险特征集合作为试剂盒的检测分子，所述SNP风险特征集合为与VTE相关的44个SNPs特征数据。解决了现有技术中VTE风险评估的检测试剂盒需要SNPs数量大、准确性低，临床应用效果较差的技术问题。
G16H50/30  ,一种家禽疫病治疗效果量化评价方法及系统 [发明],本申请公开了一种家禽疫病治疗效果量化评价方法及系统，涉及家禽疫病辅助治疗技术领域，包括获取评价目标的第一生理值和第二生理值，其中，第一生理值包括评价目标在使用目标治疗方案前每一评价指标对应的数值，第二生理值包括评价目标在使用目标治疗方案后每一评价指标对应的数值；获取目标生理集合，目标生理集合中的每一目标生理值在所有评价指标对应的数值均为正常值；获取目标生理集合中与第一生理值距离最小的目标生理值，得到第一参考生理值；获取目标生理集合中与第二生理值距离最小的目标生理值，得到第二参考生理值；根据第一生理值与第一参考生理值的距离和第二生理值与第二参考生理值的距离得到评价结果，从而实现对治疗效果的评价。
G16H40/20  ,一种康复护理器材数据管理方法及平台 [发明],本发明涉及康复护理器材数据管理技术领域，尤其涉及一种康复护理器材数据管理方法及平台。该方法包括以下步骤：从不同的数据源中采集康复护理器材数据，并对康复护理器材数据进行器材状态更新，得到器材状态更新数据；根据器材状态更新数据对康复护理器材数据进行使用频次特征提取以及负荷状态特征提取，得到使用频次特征数据以及负荷状态特征数据；根据康复护理器材数据对使用频次特征数据以及负荷状态特征数据进行器材缺口计算，得到康复护理器材缺口数据；根据康复护理器材缺口数据对康复护理器材数据进行器材调用计划生成，得到康复护理器材调用计划数据。本发明优化器材配置和使用、及时发现器材缺口，并制定有效的器材调用计划。
G16H40/20  ,一种健康数据管理方法及系统 [发明],本发明适用于数据处理技术领域，提供了一种健康数据管理方法及系统，本申请通过分析不合格健康数据并根据不同类型的不合格健康数据输出对应的诊疗信息以及当诊疗信息显示需要住院治疗且用户同意住院时，根据用户信息获取距离最近的医院信息，当用户选择确认医院时，向用户推送该医院的挂号信息的方法，一方面不需要产检医生人工分析孕检结果，另一方面用户不需要排队咨询产检医生，既解决了产检医生坐诊强度大的问题，又解决了孕妇候诊时间长的问题，能够通过自动推送住院信息和挂号信息的方式解决了用户不熟悉住院流程的问题，不仅能够进一步的降低了产检医生的工作强度，还极大的方便了用户的整个孕检流程，具备智能、高效和人性化的特点。
G16H20/70  ,一种发展性阅读障碍的认知提升方法及系统 [发明],本发明公开了一种发展性阅读障碍的认知提升方法及系统。该方法包括如下步骤：获取用户的个人信息和认知测评数据，以基于预设模型计算用户的特定脑能力对应的每日推送任务数N＆lt;subgt;i＆lt;/subgt;；计算特定脑能力下的所有交互任务的推送权重，并进行权重排序；基于特定脑能力对应的权重排序，获取权重占比最大的前N＆lt;subgt;i＆lt;/subgt;个交互任务，并进行难度配置，从而获取用户的个性化认知交互方案；推送给用户进行认知交互并获取本次的认知交互结果；基于用户本次的认知交互结果，更新特定脑能力所对应的每日推送任务数N＆lt;subgt;i＆lt;/subgt;，以进行下一次的认知交互，直至达到用户设定的认知提升目标。该方法能够对用户的发展性阅读障碍进行靶向性干预，保证认知提升效果。
G16H20/40  ,电极片贴敷方案确定方法及装置、设备、系统及存储介质 [发明],本申请实施例提供一种电极片贴敷方案确定方法及装置、设备、系统及存储介质，所述方法包括：获取CT扫描仪扫描采集到的躺卧于滑动板上的患者的肿瘤病灶部位的医学影像检测数据；构建包含肿瘤靶区的体部三维模型；运动至预设的电极片贴设位置，供手动操作贴设第一电极片和第二电极片；获取第一电极片和第二电极片在当前贴设位置下，采集到的第一电极片位置图像和第二电极片位置图像；将所述第一电极片和所述第二电极片映射至所述体部三维模型上；基于第一电极片和第二电极片的当前贴设位置，确定有效场强区域与肿瘤靶区的偏差值；偏差值用于指示对所述第一电极片和第二电极片的贴设位置进行移动调节；根据电极片的最终位置确定电极片贴敷方案。
G16H20/40  ,电极片贴敷方案确定方法及装置、设备及存储介质 [发明],本申请提供一种电极片贴敷方案确定方法及装置、设备及存储介质，所述方法包括：获取患者肿瘤病灶部位的医学影像检测数据；确定并标识肿瘤在肿瘤病灶部位的位置；构建包含肿瘤靶区的体部三维模型；获取体部三维模型中的特征点位置以及可贴敷区域；以体部三维模型在轴状位视图下，在可贴敷区域内的最低层边沿线上与特征点最近的点为参考原点，构建坐标系；根据参考原点为瓷片参考位置，确定第一电极片阵列和第二电极片阵列的初始位置；基于第一电极片阵列和第二电极片阵列在当前位置的有效场强区域与肿瘤靶区的相对位置关系，对第一电极片阵列和第二电极片阵列的位置进行移动调节；根据调节终止时电极片阵列的位置，生成并输出电极片贴敷方案。
G16H20/40  ,基于文本可提示的在线手术视频器械跟踪系统 [发明],本发明涉及手术器械跟踪技术领域，具体涉及基于文本可提示的在线手术视频器械跟踪系统包括视觉编码器：用于提取帧级视觉嵌入作为密集线索；文本编码器：用于提取语言嵌入作为稀疏线索；分层跨模态融合模块：用于融合视觉语义信息和稀疏线索，以获得细粒度的密集线索；掩码解码器：用于进行掩码预测实现多模态查询图元输出；显式时序线索传播模块：对掩码解码器历史信息进行编码。本申请以提高手术器械分割模型的实时性、精准性和鲁棒性为目标，通过精确的仪器分割增强手术过程的自动感知，将文本提示和时序线索作为手术器械分割的补充信息，促进了手术机器人与外科医生的实时交互。
G16H40/67  ,基于数字孪生的静脉血栓防治仿真评估方法及系统 [发明],本发明涉及一种基于数字孪生的静脉血栓防治仿真评估方法及系统，该方法包括：获取患者所在医院的患者数字信息，并基于患者数字信息建立与实际诊疗过程之间的数字孪生模型。根据患者所在具体科室的病情信息对所述患者数字信息进行分类，以生成患者记录数据，患者记录数据与患者所在具体科室和病情信息具有对应关系。获取患者评估任务，并将患者评估任务分配至其他医院中工作状态或工作参数符合预设要求的终端，以对患者评估任务的所有决策路径进行预测。实时获取医生在执行风险评估和治疗后的实时患者数字信息，并根据实时患者数字信息对患者记录数据进行更新，同时通过数字孪生技术在数字孪生模型中建立与终端对应的患者对象。
G06F8/71  ,一种基于gitlab和微服务架构的拆版本方法 [发明],本发明给出了一种基于gitlab和微服务架构的拆版本方法，实现了代码仓库中原本需由相关人员花费数个工作日才能完成的拆版本工作，现在只需任何人在界面上输入新拆版本的版本名称、版本编码后点击“确定”按钮，便可完成拆版本工作，且不会发生修改不全面的情况，本方案不但降低了对拆版本执行人员的要求，还大幅提高了工作效率，降低了企业研发成本。
G06F21/62  ,基于皮肤数据库实现用户患者数据的安全共享方法及系统 [发明],本发明涉及人工智能技术领域，提出了一种基于皮肤数据库实现用户患者数据的安全共享方法及系统，包括：对目标患者的身份标识进行去标识化处理；根据去标识身份信息及皮肤数据生成目标患者的患者档案信息，构建患者档案信息树；对患者档案信息树中的每个档案信息节点进行加密，提取档案信息加密节点中的加密关键词，根据加密关键词生成安全信息索引；根据数据共享请求生成数据请求消息，根据安全信息索引对数据请求消息进行双重验证，当验证逻辑值为预设的逻辑阈值时，生成数据共享请求对应的共享请求密文；计算共享请求密文的异质值，对共享请求密文进行解密，得到用户患者共享数据。本发明可以提高用户患者数据共享时的安全性。
G09B9/00  ,电极片贴敷教育方法、装置及系统、终端设备及存储介质 [发明],本发明实施例公开一种电极片贴敷教育方法、装置及系统、终端设备及介质，所述方法包括：获取携带有肿瘤患者的身份标识信息的身份标签数据；基于身份标识信息，获取肿瘤患者对应的医疗诊断数据，医疗诊断数据包括影像检测数据和贴敷方案数据；基于影像检测数据，重建肿瘤患者的三维体部模型；基于贴敷方案数据以及三维体部模型，生成并显示对应的电极片贴敷训练界面；基于对电极片贴敷训练界面中虚拟控件的操作获取贴敷操作指令，根据贴敷操作指令在三维体部模型上显示对应的电极片贴敷的模拟操作结果，根据电极片贴敷位置与基于贴敷方案数据得到的标准贴敷位置的偏差，输出对应的电极片贴敷教育方案。
G16H50/30  ,一种内分泌科康复评估模型的构建方法及系统 [发明],本发明涉及数据挖掘技术领域，尤其涉及一种内分泌科康复评估模型的构建方法及系统。该方法包括以下步骤：获取内分泌科病历数据并进行分结构化异常生理检测，获得异常全谱生理学数据；根据异常全谱生理学数据构建异常生理检测模型；对去敏病历数据进行膳食营养偏移值计算，获得膳食营养偏移值；对异常生理病历数据进行内分泌器官形变分析，获得内分泌器官形变数据，并对内分泌器官形变数据进行器官合理形变分析，获得器官形变合理性数据；对内分泌科病历数据进行康复状态评估，获得历史康复评估数据，根据历史康复评估数据对异常生理检测模型进行模型迭代融合，获得内分泌科康复评估模型。本发明基于数据挖掘进行更有效准确地康复评估模型构建。
G06F18/214  ,一种构建医学指令数据集的方法 [发明],本发明涉及一种构建医学指令数据集的方法，属于数据处理技术领域。本发明包括步骤：麻醉指令数据的生成；包括：Step1.1、纯文本的获取；Step1.2、设计生成指令数据的prompt模板；Step1.3、根据获取的纯文本和生成指令数据的prompt模板生成指令数据；Step2、指令数据初步的简单清理；Step3、模型评估指令数据；Step3.1、设计评估指令数据的prompt模板；Step3.2、根据清理的指令数据和评估指令数据的prompt模板评估生成的指令数据。本发明能去除低质量的数据，最终得到高质量的医学指令数据。
G16H50/20  ,一种乳腺癌复发预测模型的构建方法及其预测系统 [发明],本发明涉及医疗保健信息学技术领域，公开一种乳腺癌复发预测模型的构建方法及其预测系统，包括：得到目标群体的治疗前血清SERS光谱数据和治疗后血清SERS光谱数据；根据治疗前血清SERS光谱数据和治疗后血清SERS光谱数据以及肿瘤负荷量标签，采用基于自注意力的端到端深度学习模型框架，训练乳腺癌复发预测模型。本发明采用高灵敏度的表面增强拉曼光谱技术，结合无需对输入数据提前进行繁琐预处理的基于自注意力的端到端深度学习模型框架，得到高精度的乳腺癌复发预测模型，可应用于乳腺癌患者术后定期复查过程，有效辅助医师真正了解患者体内肿瘤负荷量微量变化，在早期精准判断患者的复发转移，为患者制作具有针对性的治疗策略。
G16H40/40  ,用于手术机器人的数据交互系统、方法、装置及存储介质 [发明],本发明公开了一种用于手术机器人的数据交互系统、方法、装置及存储介质。涉及手术机器人领域，该系统包括：事件监听模块，用于监听手术机器人中的从站发送的第一事件；事件分发模块，用于接收事件监听模块监听到的第一事件以及手术机器人中的主站需要发送给从站的第二事件，并根据事件所对应的从站，将事件分发至从站对应的驱动程序模块，其中，事件所对应的从站是指发送事件的从站或者待接收事件的从站，事件至少包括：第一事件、第二事件；多个驱动程序模块，每个驱动程序模块用于处理接收到的事件，得到处理结果，并将需要发送给从站的处理结果发送给从站。本发明解决了相关技术中手术机器人的主站与从站之间的数据处理效率低的技术问题。
G16H40/20  ,一种基于计算机的护理信息在线共享系统 [发明],本发明公开了一种基于计算机的护理信息在线共享系统，本发明涉及信息共享领域，包括信息共享平台；所述信息共享平台通信连接有信息录入模块、信息储存模块、信息检索模块、信息分配模块、信息采集模块、信息分析模块以及信息处理模块；所述信息录入模块用于录入数据信息；所述信息储存模块用于储存数据信息；所述信息分配模块用于分配护理人员的任务数据；所述信息采集模块用于采集患者病历信息；所述信息分析模块用于对患者病历信息进行分析处理，获取患者特征数据；所述信息处理模块用于根据患者特征数据建立在诊患者特征库，根据在诊患者特征库对相关的医护人员进行考核；本发明在一定程度上提高了医护人员护理过程中的效率和准确性。
G16H10/60  ,基于大数据分析的肾脏病电子病历管理方法 [发明],本发明涉及数据处理技术领域，具体涉及基于大数据分析的肾脏病电子病历管理方法，包括：采集所有患者电子病例获得待分类数据；对待分类数据降维获得待分类数据的主要体征项目；根据待分类数据构建包括先验决策树和目标决策树的随机森林模型；获得每个目标决策树中每个主要体征项目的最终信息增益；根据最终信息增益获得每个目标决策树的分类结果；获得电子病例的最终类别；根据电子病例的最终类别进行肾脏病电子病例的分类管理。本发明旨在解决随机选取样本构建决策树时仅使用一种体征项目作为划分节点造成分类结果存在过拟合的问题，达到提高随机森林分类准确性的目的。
G16H20/70  ,计算机辅助认知行为纠正系统及方法 [发明],本申请的计算机辅助认知行为纠正系统及方法，涉及认知纠正技术领域，通过为用户创建账号并分配唯一标识，记录用户注册的时间戳，若用户为首次登录，则发布心理评估问卷，并收集评估数据，收集用户对CCBT视频的用户反馈分数，根据用户反馈分数训练得到CCBT视频推荐模型，利用CCBT视频推荐模型为用户推荐CCBT视频，用户观看CCBT视频并回答互动问题获得用户积分，收集回答并训练认知情绪分析模型分析用户的认知情绪，收集用户反馈分数更新CCBT视频推荐模型，获取累计阅读次数，根据用户的评估数据、认知情绪、用户积分和累计阅读次数为用户推荐认知训练文章，实现了更准确、个性化地评估用户的认知状态和心理健康问题。
G16H50/20  ,一种基于强化学习的医疗诊断结果确定方法和装置 [发明],本申请提供了一种基于强化学习的医疗诊断结果确定方法和装置，首先，将用户的当前问诊信息输入到预先构建好的命名实体识别模型中，确定出所述当前问诊信息中存在的多个关键实体；然后，将多个所述关键实体输入到预先训练好的实体关系抽取模型中，从多个所述关键实体中确定出存在实体关系的至少一个关键实体对；基于多个所述关键实体、至少一个所述关键实体对以及相对应的检查项目名称构建所述当前问诊信息对应的至少一个特征数据；最后，将至少一个特征数据输入到辅助诊断模型中，确定出用户当前的诊断结果。通过所述方法及装置，快速为医生提供更加准确的诊断结果，提高医疗效率和诊断准确率。
A61B5/024  ,一种光电容积脉搏波数据心律不齐检测方法及装置 [发明],本发明涉及一种光电容积脉搏波数据心律不齐检测方法及装置，检测方法包括以下步骤：采集光电容积脉搏波数据，获得原始脉搏波数据；对原始脉搏波数据进行预处理，得到预处理后的脉搏波数据；对预处理后的脉搏波数据进行峰值检测并计算心率；对预处理后的脉搏波数据进行连续小波变换，获得连续小波变换系数，一对确定且有效的尺度变量和平移量对应指定位置的小波变换二维数据；对小波变换二维数据进行取绝对值操作，生成包含信号在指定时间和频率上的局部信息的图像；构建包含心律不齐分类状态的数据集；搭建卷积神经网络模型，进行模型训练；进行心律不齐的分类检测结果。本发明利用卷积网络模型对图像信息的敏感性，提升检测分类的准确率。
G16H50/30  ,一种基于多元数据的体态健康分析系统 [发明],本发明涉及人体健康监测技术领域，尤其为一种基于多元数据的体态健康分析系统，包括多元数据采集端、云端数据库和体态分析平台，体态分析平台包括身体数据分析、体态数据分析、体态健康判断、体态健康预测等。本发明利用多元数据采集端对用户的身体数据和体态数据进行采集，后利用体态分析平台进行分析处理，其中，体态分析平台包括身体数据分析、体态数据分析、体态健康判断、体态健康预测和健康报表，分别对用户的身体数据和体态数据进行分析处理，得到体态疾病后续发展的预测数据，同时调取云端数据库中针对健康情况及体态疾病的治疗方法，生成健康报表，便于用户端及时治疗，其中多元数据采集端采集的工具均为生活中常见工具，操作方便。
G16H50/70  ,一种基于互联网的肝胆外科治疗信息共享系统及共享方法 [发明],本发明公开了一种基于互联网的肝胆外科治疗信息共享系统及共享方法，涉及肝胆外科治疗信息共享技术领域，本发明包括：肝胆外科治疗信息获取模块、临床价值分析模块、文献价值分析模块、肝胆外科治疗信息初步判断模块、医生评估分析模块、共享肝胆外科治疗信息筛选模块和云数据库，本发明保障了肝胆信息共享的价值性，丰富肝胆信息共享平台内不同治疗效果的肝胆信息，为医生和研究人员提供可靠性参考，本发明对待共享肝胆外科治疗与肝胆外科医学文献的相似度进行分析，克服了现有技术中对这一层面的缺陷，保障待共享肝胆外科信息的医学参考价值，从而降低后续研究人员进行研究时的经济和时间投入，降低了经济和时间成本。
G06F16/332  ,基于生成式预训练模型的病历检索系统 [发明],本发明涉及基于生成式预训练模型的病历检索系统及方法，方法包括建立医疗检索结构化解析场景语料库；通过医疗检索结构化解析场景语料库对生成式预训练模型进行训练，获得医疗检索结构化解析模型；获取包含检索请求的自然语言，并通过医疗检索结构化解析模型对自然语言进行解析，获得医疗检索结构化解析结果；根据ES检索元数据和映射字典，对医疗检索结构化解析结果进行映射解析，生成检索条件；根据检索条件，组装成DSL语句发送到ElasticSearch库完成检索数据召回。本发明通过生成式预训练模型对包含检索请求的自然语言进行结构化解析，并对结构化解析结果进行映射解析生成检索条件，简化了病历检索条件的设置操作步骤，提高了病历检索的便捷性和操作效率。
G16H50/70  ,基于人工智能的动态血压医疗数据处理系统 [发明],本发明公开了基于人工智能的动态血压医疗数据处理系统，系统包括：数据采集模块、数据预处理模块、特征数据选择模块、构建医疗数据处理模型模块和动态血压医疗数据处理模块。本发明属于医疗数据处理技术领域，具体是指基于人工智能的动态血压医疗数据处理系统，本方案基于圆混沌初始化个体位置，基于互惠策略生成两个新位置，基于复合摆线计算加速函数值，完成位置更新，构建最佳特征子集；根据比率判断、最近邻和生成区域生成新的特征数据，根据相关性对基本分类器进行分组，基于分类准确率选择每组的最优基本分类器，引入双曲正切函数计算每个最优基本分类器的权重，基于权重组合所有的最优基本分类器构建医疗数据处理模型。
G06F16/901  ,一种皮肤专业二分类专病数据库建立的方法及系统 [发明],本发明涉及数据库技术领域，揭露了一种皮肤专业二分类专病数据库建立的方法，包括：对项目特征短语进行特征位置标定，得到初始标定层级结构，依次连接第1标定特征位置、第2标定特征位置、、第n标定特征位置，得到特征短语枝径，将当前病历病名填充至诊断病名叶子节点内，得到特征短语叶径，若当前标准病历提取完毕则得到初始病历索引树状图，判断是否存在新型标准病历，若存在，则根据对目标病历索引树状图进行更新，得到目标病历索引树状图。本发明还提出一种皮肤专业二分类专病数据库建立的系统、电子设备以及计算机可读存储介质。本发明可以解决当前存储皮肤医学数据的数据库存在存储结构性不强、数据分类效果差的问题。
C12Q1/6886  ,一种AML诊断和预后的组合分子标志物 [发明],一种AML诊断和预后的组合分子标志物，所述组合分子标志物包括RTN4R、PDIA6、CYP2E1、CALCRL和AREG。采用所述组合分子标志物构建检测模型对患者进行评分，从而实现对AML患者的精准预后分层。还开发AML患者预后的量化工具，可为ELN分层提供额外的预测AML患者的化疗耐药/敏感性的能力。
G16H50/80  ,基于候诊流程的医院感染风险空间分布预测方法及系统 [发明],本发明公开了一种基于候诊流程的医院感染风险空间分布预测方法及系统，该方法包括，获取医院空间信息、各就诊空间的通风运行信息以及各就诊空间的候诊流程信息，并提取特征数据；将提取的特征数据作为输入变量，输入训练后的iF空间分布预测模型中，得到实时iF空间分布数据；根据得到的实时iF空间分布数据和采集的实时人员时空分布数据，预测医院内感染风险。解决医院由于人员候诊流程时空信息变化以及感染物扩散分布特性带来的感染风险预测不确定性问题，以提高感染风险评估的准确性与灵活性，从而指导医院候诊流程管理以及相应建筑空间通风设备的精确运行。
